t_offset_s,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
1140.0,-3177.302812350369,-6008.361272988621,-765.1513569540565,4.3866980965884395,-1.5565655241271372,-6.05385046224302
1200.0,-2907.1675969649536,-6088.200928159637,-1126.3872660579625,4.614446269325764,-1.1037794562148413,-5.982848763918618
1260.0,-2623.9858521489873,-6140.718516402909,-1482.5540892104684,4.821422972850848,-0.6461725655734398,-5.884946676452899
1320.0,-2329.031989440375,-6165.686743388026,-1832.0509781973892,5.006707118439775,-0.18581213176782058,-5.760603416768593
1380.0,-2023.6326928311778,-6163.002675511131,-2173.308252736836,5.169477927829736,0.27522539489871656,-5.610398223577953
1440.0,-1709.1607940045978,-6132.687994603873,-2504.794507160383,5.309018382736209,0.7348642228606386,-5.435027118012161
1500.0,-1387.0289579652783,-6074.888666063325,-2825.0235055528224,5.424718098308756,1.1910389342235144,-5.235299095097043
1560.0,-1058.6832137118174,-5989.8740291388585,-3132.560832441667,5.516075617775306,1.6417040237599012,-5.012131787475812
1620.0,-725.596364559834,-5878.035321633417,-3426.0302687122266,5.5827001321348,2.084843205992623,-4.766546646332153
1680.0,-389.2613123064347,-5739.883654449145,-3704.11986518581,5.6243126348412895,2.5184784406149303,-4.4996636868466355
1740.0,-51.184328666602134,-5576.047454189387,-3965.587689170101,5.640746526814745,2.9406786333033517,-4.212695846700822
