t_offset_s,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms
-1740.0,3464.5029451678615,5886.501467356209,330.1747036223469,-4.103176132743623,2.0635552385288682,6.102906367353211
-1680.0,3210.715201575951,5997.000166025095,695.3298665067528,-4.3532556248802425,1.6183530531677675,6.064378204166372
-1620.0,2942.502934366112,6080.556668363189,1057.352330683025,-4.583810346417463,1.1658194200301675,5.998521297237075
-1560.0,2661.069537198351,6136.792327799002,1414.6105166581772,-4.793792077556098,0.70800088875726,5.905628036102982
-1500.0,2367.6784937793764,6165.452077809931,1765.4941304477466,-4.982246898446941,0.24696855939035317,5.786115309721378
-1440.0,2063.647581249905,6166.405607251852,2108.4215748872143,-5.148319717393713,-0.21519187501081535,5.640522432684018
-1380.0,1750.342818069547,6139.647936581482,2441.8472170759874,-5.2912582519850195,-0.6763901258876756,5.469508421933794
-1320.0,1429.172189855149,6085.29939461467,2764.268473758951,-5.4104164432911,-1.1345412771035284,5.273848651842805
-1260.0,1101.5791876203102,6003.604999583569,3074.2326782868613,-5.50525729019132,-1.5875756562552468,5.0544309213918694
-1200.0,769.0361934410618,5894.933252179198,3370.343694961902,-5.5753550977304105,-2.033448546279037,4.812250972112112
-1140.0,433.0377487483027,5759.774351926111,3651.2682490082657,-5.620397139931547,-2.4701496791851736,4.548407499298343
-1080.0,95.09374024439185,5598.7378515764085,3915.7419430437712,-5.640184743532992,-2.8957124595057873,4.264096701712305
-1020.0,-243.2774621075379,5412.549767185998,4162.574933699327,-5.634633804497193,-3.30822287137938,3.9606064165357715
-960.0,-580.5558814228009,5202.049164118693,4390.6572448671395,-5.603774753729201,-3.7058280298780892,3.6393098867300684
-900.0,-915.2267920668501,4968.184241396616,4598.963696889739,-5.547751992134128,-4.086744343959577,3.3016592072733766
-840.0,-1245.7875284603615,4712.0079385818735,4786.558433765036,-5.466822817876379,-4.4492652650414914,2.949178495087727
-780.0,-1570.7542147551003,4434.673090746982,4952.599033083374,-5.361355870455265,-4.791768601422514,2.583456824974166
-720.0,-1888.6683871308865,4137.4271581035355,5096.340185881731,-5.231829117000016,-5.1127233843927105,2.206140970723844
-660.0,-2198.1034820010264,3821.6065575483217,5217.136935864109,-5.078827406072128,-5.410696276713576,1.8189279869569424
-600.0,-2497.671164918239,3488.630623809196,5314.447469470282,-4.903039613340771,-5.684357518060294,1.4235576633748184
-540.0,-2786.0274764035676,3139.995228085987,5387.835450068603,-4.705255401896933,-5.932486404915771,1.0218048792055379
-480.0,-3061.8787722347165,2777.266082154138,5436.971891104422,-4.486361617853238,-6.153976304238242,0.6154718818963352
-420.0,-3323.9874369213812,2402.071755869073,5461.6365643729505,-4.247338339399458,-6.347839201014662,0.20638051072607258
-360.0,-3571.177350064288,2016.0964360545327,5461.71894072076,-3.989254594908134,-6.513209779552577,-0.20363561672305278
-300.0,-3802.3390862566234,1621.0724546365227,5437.218661481619,-3.713263763016569,-6.649349037326597,-0.6127389395693426
-240.0,-4016.434829756112,1218.7726141916112,5388.245539816976,-3.420598665379372,-6.755647428228118,-1.0190957955518647
-180.0,-4212.502985871247,811.0023391134902,5315.019091962019,-3.112566360693247,-6.831627529736342,-1.4208842559878254
-120.0,-4389.662471333935,399.5916812436712,5217.867599210935,-2.7905426473566646,-6.876946225654458,-1.8163019392072077
-60.0,-4547.116666459569,-13.612790821161992,5097.226702336649,-2.4559662812534993,-6.891396393210091,-2.203573786826432
0.0,-4684.157012178331,-426.7561885926231,4953.637531142372,-2.1103329153307273,-6.874908080455861,-2.5809597849378934
60.0,-4800.166235473737,-837.9835557231467,4787.744372975008,-1.7551887684679797,-6.827549157457604,-2.9467626095746873
120.0,-4894.621187233627,-1245.4481431100412,4600.291885366401,-1.3921240328862015,-6.7495254228337425,-3.2993351724309115
180.0,-4967.095277134269,-1647.3196738133481,4392.121859521608,-1.022766031885283,-6.641180146045821,-3.6370880390964526
240.0,-5017.260490968694,-2041.7925633204834,4164.169543164805,-0.6487721429947149,-6.50299302559197,-3.958496688161658
300.0,-5044.888976843062,-2427.094059502269,3917.459533283976,-0.2718225055538505,-6.335578544046504,-4.262108575681948
360.0,-5049.854187932314,-2801.492265498005,3653.1012515768475,0.1063874638251267,-6.139683702799455,-4.546549965875697
420.0,-5032.131571036374,-3163.304007816033,3372.284017867495,0.48415471968928664,-5.916185122408354,-4.810532485775262
480.0,-4991.798792023528,-3510.902511205825,3076.271739401449,0.8597763669317264,-5.6660854986609746,-5.052859359053868
540.0,-4929.0354913919555,-3842.7248414167534,2766.397236688673,1.2315575327283188,-5.39050940969035,-5.272431272585877
600.0,-4844.122565612804,-4157.279076865818,2444.0562293928588,1.5978192886122398,-5.090698475663372,-5.468251828606339
660.0,-4737.440972616661,-4453.15117054185,2110.701008599305,1.9569065759223463,-4.768005879521021,-5.63943253572419
720.0,-4609.470062715389,-4729.011464219112,1767.8338245630318,2.3071960843542203,-4.423890264782149,-5.785197293577214
780.0,-4460.785439367394,-4983.620818262499,1417.000021675306,2.6471040306434217,-4.059909034308872,-5.904886328616123
840.0,-4292.05635744396,-5215.836321994881,1059.780954820811,2.975093782658497,-3.6777110819226078,-5.997959542344979
900.0,-4104.042669973847,-5424.616551759964,697.7867234632288,3.28968327348035,-3.2790289966007737,-6.063999238257073
960.0,-3897.5913376691256,-5609.02634643495,332.6487616352785,3.5894521504604775,-2.8656707864199022,-6.102712199577189
1020.0,-3673.632518797218,-5768.241073192806,-33.987676532030115,3.873048605808484,-2.439511176197651,-6.113931096604963
1080.0,-3433.1752600945333,-5901.5503597385205,-400.4710950686391,4.139195837942789,-2.002482538700007,-6.097615209769075
